Title,Period,Country,Latitude ,Longitude,World Bank Region,Classification,Description,Works per Country
Jar with Bird and Flower Decoration,18th Century,Null,,,Null,Ceramics,"Joseon blue-and-white porcelains were called “靑畫,"" meaning “painted in blue.” The blue here indicates cobalt pigment. In the 1700s, the royal court banned the importation of cobalt blue for its luxurious nature; thus, relatively few Joseon blue-and-white porcelain vessels were produced at that time. In that context, this modest-looking jar was considered to be a rare luxury.",
Plate with Bird and Flower,17th Century,Null,,,Null,Ceramics,,
Hollyhock-shaped Cup,15th Century,Null,,,Null,Ceramics,"This very rare porcelain cup is called a hollyhock cup because its rim resembles a hollyhock blossom. This type of cup was produced only in the state-owned kiln for a limited time from the late 1400s to mid-1500s. Like sunflowers, hollyhocks also open their blooms toward the sun, signifying loyalty to the king. According to Korean royal archives, hollyhock cups were used during state banquets when the king offered wine to court officials. Also, a hollyhock-shaped cup was used in tea ceremonies to welcome visiting Chinese diplomats. In comparison to ceramic works of the late Joseon period that favor natural and rustic sensibilities seen in this gallery, this hollyhock cup illustrates the precision and perfection that were core aesthetic values of early Joseon period art.",
Large Dish with Artichokes,16th Century,Null,,,Null,Ceramics,"Ceramic vessels and tiles produced in Iznik, Turkey, for the Ottoman court in Istanbul represented the finest Islamic ceramics. Floral and vegetal motifs are a hallmark of Iznik pottery. The center of this dish is covered in a dynamic artichoke motif interwoven with rosettes and serrated saz leaves. The artichoke design was likely inspired by luxury Italian textiles imported into the Ottoman court. The dish represents a high point of Ottoman art during the reign of Sultan Suleyman the Magnificent (1520–66) in which European, Persian, Chinese, and Egyptian influences contributed to a distinct artistic language.",
Fluted Cup with Dragon Handle,14th Century,Null,,,Null,Ceramics,"Very thinly potted, the subtly lobed body of this cup is almost translucent. The thin, slightly opaque, light greenish glaze lends a sugary shine. Applied elements, including the handle, beaded borders, and sculptural floret, are constructed and glazed with the same materials as the body, providing a seamless blend of form and decorative embellishment. The result is an evocative reminder of slightly earlier silver cups, also created in the form of flowers. This pristine, natural construction is challenged, however, by the archaic dragon that acts as the handle. Borrowed from the decoration found on much earlier bronzes, this added form illustrates the eclecticism of the Yuan, the attempt to blend present vision with interest in the past.",
Bowl with Lotus Petal Design in Relief,13th Century,Null,,,Null,Ceramics,"As early as the seventh century, the practice of drinking tea and wine became an important part of elite leisure culture in Korea. A wide bowl like this example was especially suitable for drinking powdered tea shaved from a compressed tea cake, the most commonly enjoyed type during the Goryeo period. The outer wall of this tea bowl is decorated with the image of lotus flower, a symbol of purity.",
Floral-shaped Cup and Saucer with Inlaid Chrysanthemum Design,12th - 13th Century,Null,,,Null,Ceramics,"In Korea, chrysanthemum flowers and leaves were made into both tea and wine. Chrysanthemum wine was enjoyed during the the Double Nine Festival (the ninth day of the ninth month in the lunar calendar) praying for longevity.The flower design on the saucer is less delicate than the cup, suggesting that the cup and saucer originally were not related to each other.",
Vase with Golden Pheasants,18th Century,Null,,,Null,Ceramics,"The flower-and-bird painting in this vase was intricately executed in colored enamels (falangcai), with careful modeling, shading, and blending of colors reflecting European influences through missionary-artists at the Qing court. The Jesuit artist Giuseppe Castiglione (1688–1766), in particular, exerted tremendous impact at the Qianlong academy.",
Pitcher,12th Century,Null,,,Null,Ceramics,"The chrysanthemum is the flower of autumn. In East Asia, its wine was believed to bring longevity if drunk during the Double Nine Festival (September 9). ""Drinking Wine,"" a poem by Tao Yuanming (365–427), combines the flower with the theme of the reclusive life: ""From the eastern fence, I pluck chrysanthemum flowers, and idly look toward the southern hills."" In Korea, the chrysanthemum was established as a popular motif for Goryeo inlaid celadon as early as the 1100s. The flower was used as the main motif for wine service vessels in particular. When Koreans drank wine from Goryeo celadon decorated with chrysanthemum designs, they believed that Tao’s faithful spirit transferred to their inner mind, as did the blessings of longevity.",
Square Jar with Birds and Flowers,17th Century,Null,,,Null,Ceramics,"This lidded square jar was likely paired with a complementary yet nonidentical mate. The pine tree, plum, and bamboo together form the frequently depicted motif known as the Three Friends of Winter (shōchikubai), so named because of their hardy perseverance in the cold. Each side also features a pair of birds, including cranes on one face and pheasants on another.",
Vase with Chi-Dragon Handles and Flowers and Birds,18th Century,Null,,,Null,Ceramics,"This four-sided vase with ovoid body, spreading foot, and short neck is decorated with birds, trees, and flowers in various enamels. The two dragon handles are decorated with floral designs in gold on a rouge-de-fer ground.",
Gilded Dish with Flowers and Leaves,16th Century,Null,,,Null,Ceramics,"This floral design highlights the rich red, the most difficult to achieve in ceramics, that was developed by Turkish potters. The design is divided with a central swaying saz leaf, with red roses, blue hyacinths, and other floral elements enhanced with glittering gold, a feature that rarely survives. The rim displays a simplified “rock and wave” design adopted from Chinese ceramics which were abundant in the imperial Topkapi Palace in Istanbul",
Bowl with Flowering Vines Design in Relief,12th - 13th Century,Null,,,Null,Ceramics,"As early as the seventh century, the practice of drinking tea and wine became an important part of elite leisure culture in Korea. A wide bowl like this example was especially suitable for drinking powdered tea shaved from a compressed tea cake, the most commonly enjoyed type during the Goryeo period. The image of flowering vines in relief on the inner wall of this tea bowl must have made the moment of drinking tea more enjoyable.",
Flower Pot Stand or Bulb Bowl,14th - 15th Century,Null,,,Null,Ceramics,,
Spouted Bowl with Flower Design,16th Century,Null,,,Null,Ceramics,,
Flower Container,17th Century,Null,,,Null,Ceramics,,
"Fluted Bowl with Dragon, Butterfly, and Flowers",18th Century,Null,,,Null,Ceramics,"A dragon encircled by sprays of flowers and a butterfly enliven the interior of this fluted bowl. The exterior has similar decoration, with touches of gold on some petals. The flutes enhance both the visual and tactile experience; their tapered forms draw the eye from the edges inward and provide ridges for the hands.",
Large Bowl with Molded Decoration,14th - 15th Century,Null,,,Null,Ceramics,"The lobed sides of this bowl open like a flower and rise to a solidly molded and pointed rim reminiscent of metalware. The bowl with a thick, shiny, jadelike green glaze was made by potters who mastered techniques to fire vessels of enormous sizes for the export market. Large bowls and plates were primarily shipped to the Middle East where they were used for banquets, in which food was traditionally offered in the center of a seated gathering.",
"Bowl with Poppies, Tree Peony, and Flowering Mimosa",18th Century,Null,,,Null,Ceramics,"Developments in enamel technology led to new possibilities in polychrome decoration. Pinks appeared, lending their name to the new palette of overglaze colors (famille rose), and the addition of opaque white allowed painters to vary the value of pigments, enhancing the painterly quality of porcelain decoration. As on painted scrolls and album leaves, the image is accompanied with a poem, in this case: ""Branches come alive in the moonlight; Blossoms fill the autumn realms.""",
Bowl with Carved Lotus Design,12th - 14 Century,Null,,,Null,Ceramics,"This pale green–glazed bowl is decorated with a medallion at the center and a lotus motif on the inside and outside walls. China’s increasingly prosperous ceramic industry began exporting green stoneware during the Tang dynasty (618–906) as far as North Africa. Imitations in Korea, Japan, Southeast Asia, and the Middle East are evidence of its popularity and enormous success as export ware.",
"Dish with Dragons, Pomegranates, and Peaches",17th - 18th Century,Null,,,Null,Ceramics,"Various techniques are applied to the decoration of susancai or ""plain three-color"" ware. The hidden dragons are incised, over which are painted decoration of fruit and flower sprays outlined with black pigment and colored with yellow, green, turquoise, and purplish brown enamels. The ground is filled with ivory enamel over unglazed clay.",
"Jar with Flowers, Rocks and Pheasants",17th - 18th Century,Null,,,Null,Ceramics,"In the Qing dynasty, art reached a high standard of technical perfection despite a tendency for extravagance and exaggerated ornament. This jar with susancai (plain three-color) decoration uses shades of light green, purple, and yellow, but no red. The vase features a pair of pheasants looking at each other among flowering plants, such as peonies and magnolia. The porcelain painter used fine dark outlines in a more graphic style to delineate motifs, to texture rocks, and depict minute details such as holes in weathered leaves of plants.",
Water Container with Birds and Flowers,17th Century,Null,,,Null,Ceramics,"The shape of this small vessel suggests it may be a fresh-water container included among the tools used in Japan for preparing steeped tea, introduced to Japan by Chan (Zen) monks from southern China in the mid-1600s.",
Lamp Stand with Coiling Dragons and Lotus Design,6th - 10th Century,Null,,,Null,Ceramics,,
"""Phoenix Tail"" Vase (龍泉窯青釉瓶)",14th Century,Null,,,Null,Ceramics,"Monumental celadon vases were used for flower arrangements, often in pairs in temples or larger households. Most of them, like this example, have survived in Japan. The vase’s glaze is of exceptional color and consistency. By the Yuan dynasty, Longquan potters mastered techniques to fire vases, jars, and plates of enormous sizes and in great quantities. Some 300 kilns were active in the Longquan area, in Zhejiang province, to supply the domestic and export markets, such as Japan, the Middle East, Southeast Asia, and North Africa. Celadons reached Europe as early as the 1400s.",
