Title,Country,Period,Classification
Basket of Flowers,Null,Date Unknown,Prints
Stylized Flowers,Null,Date Unknown,Prints
Stylized Flowers,Null,Date Unknown,Prints
Ornamental Motif and Stylized Flowers,Null,Date Unknown,Prints
Ornamental Motif and Stylized Flowers,Null,Date Unknown,Prints
Ornamental Motif and Stylized Flowers,Null,Date Unknown,Prints
Basket of Flowers,Null,Date Unknown,Prints
Basket of Flowers,Null,Date Unknown,Prints
Basket of Flowers,Null,Date Unknown,Prints
Basket of Flowers,Null,Date Unknown,Prints
Ornamental Motif and Stylized Flowers,Null,Date Unknown,Prints
Basket of Flowers,Null,Date Unknown,Prints
Flowers in a Garden,Null,Date Unknown,Prints
Basket of Flowers,Null,Date Unknown,Prints
Basket of Flowers,Null,Date Unknown,Prints
Birds and Flowers,Japan,17th - 19th Century,Illustrated Books
Cherry Flowers,Japan,17th - 19th Century,Prints
Birds and Stylized Flowers,Null,Date Unknown,Prints
Stylized Flowers,Null,Date Unknown,Prints
Stylized Flowers,Null,Date Unknown,Prints
Stylized Flowers,Null,Date Unknown,Prints
Flowers and Dragonfly,Null,Date Unknown,Prints
Bush with Flowers,Null,Date Unknown,Prints
Woman holding flowers near a pond,Null,Date Unknown,Textiles
Bowl with Flowering Plants,Iran,Date Unknown,Ceramics
Fishes Swimming with Yellow Flowers,Japan,17th - 19th Century,Prints
Flowers on Grass,Japan,19th - 20th Century,Paintings
Flowers and Leaves,Japan,19th - 20th Century,Paintings
"Design for a Gold and Red-Gold Earring with Scrolling Motifs, Rosettes, Diamonds, a Black Pearl, and a Large Stylized Flower",Null,Date Unknown,Drawings
Noren with Design of Flowering Cherry Tree,Japan,19th - 20th Century,Textiles
Still Life with Flowers,Null,Date Unknown,Paintings
Etruscan Vase with Flowers,Null,Date Unknown,Paintings
"Drawing with Flowers, Butterflies, and Insects",Iran,Date Unknown,Codices
Velvet Panel with Rows of Flowers,India,Date Unknown,Textiles
Scroll Cover with Birds and Flowers,China,10th - 13th Century,Textiles
"Plan of part of Kew Gardens, including the Orangerie, Temple of the Sun, Exotic Garden, Flower Garden, Menagerie, etc.",Null,Date Unknown,Drawings
Insects and Flowers,Null,Date Unknown,Paintings
[Flowers Arranged in a Glass Vase],France,Date Unknown,Books
"Flowers in a Silver Caster, Fruit in the Foreground",Null,Date Unknown,Drawings
Le Parterre de Nancy ou Jardin de Nancy (The Flower Bed of Nancy or the Garden of Nancy),Null,Date Unknown,Prints
Bowl in the form of a lotus flower,China,17th - 20th Century,Jade
Water coupe in the form of a flower,China,17th - 20th Century,Jade
"Summer Kimono with Design of Plovers, Waves, Chinese Bellflowers, Pinks, Pines, Carriages, and Fences",Japan,20th Century,Textiles
Flowers of Spring and Autumn,Japan,17th - 19th Century,Paintings
Upright Baskets of Flowers,France,Date Unknown,Books
Case (Inrō) with Design of Monkey on Background of Flowers (obverse); Flowering Scrolls (reverse),Japan,17th - 19th Century,Inrō
Le Parterre de Nancy ou Jardin de Nancy (The Flower Bed of Nancy or the Garden of Nancy),Null,Date Unknown,Prints
A female figure seated beside a flower vase,Null,Date Unknown,Prints
The Principal Entrance to the Flower Garden and Mr. Kent's Garden Seat at Kew,Null,Date Unknown,Drawings
"""No Flower that Blows is Like this Rose""",Null,Date Unknown,Prints
Bank of wildflowers,Null,Date Unknown,Drawings
"Spring Rain Collection (Harusame shū), vol. 3: Marsh-tits and Crab Apple Flowers",Japan,17th - 19th Century,Prints
"Spring Rain Collection (Harusame shū), vol. 3: Mountain Dove and Peach Flowers",Japan,17th - 19th Century,Prints
"Cabinet of Drawers with Birds, Flowers, and Court Carriage",Japan,16th - 17th Century,Lacquer
"A Columbine or Granny's Bonnet (Aquilegia), with Additional Studies of Flowers",Null,Date Unknown,Drawings
Birds and Flowers,Japan,17th - 19th Century,Paintings
"Bottle with Rock, Flowers, and Birds",Japan,17th - 19th Century,Ceramics
Flowers for the Virgin,Null,Date Unknown,Prints
Vase of Flowers,Null,Date Unknown,Prints
"Four Red Flowers May 17, 1999",Null,Date Unknown,Prints
Fading Flowers,Null,Date Unknown,Drawings
Advertising Card for a Flower Holder,Null,Date Unknown,Prints
"Three putti, with a female figure holding a flower in the lunette below, from 'Di Tutti gli Affresco del Correggio in Parma'",Null,Date Unknown,Prints
The Royal Guide to Wax Flower Modelling,England,Date Unknown,Books
"[Flower Shop, Mobile, Alabama]",Null,Date Unknown,Negatives
"[Flower Shop, Mobile, Alabama]",Null,Date Unknown,Negatives
"[Flower Shop, Mobile, Alabama]",Null,Date Unknown,Negatives
Study of a Flowering Thistle,Germany,Date Unknown,Drawings
Large Boston Public Garden Sketchbook: Flowers and butterflies,Null,Date Unknown,Drawings
Vase of Flowers on a Table,Null,Date Unknown,Drawings
Design for Covered Glass Goblet Decorated with Flowers,Null,Date Unknown,Drawings
"Textile with Eagle, Rayed Sun, and Flowers",Null,Date Unknown,Textiles
Portrait of a girl's head with flowers in her hair,Null,Date Unknown,Prints
Pair of Mandarin Ducks and Iris Flowers,Japan,17th - 19th Century,Prints
Case (Inrō) with Design of Flowering Plants,Japan,17th - 19th Century,Inrō
The Common Marigold and The Rajoman Flowers,Null,Date Unknown,Prints
Plum Branches with Flowers and a Rolled Mat,Null,Date Unknown,Prints
Pair of Mandarin Ducks and Iris Flowers,Japan,17th - 19th Century,Prints
"Violets, Primroses and Other Spring Flowers",Japan,17th - 19th Century,Prints
Cherry Blossoms and Yamabuki Flowers,Japan,17th - 19th Century,Prints
"Camellia Flowers, a Netsuke and a Seal",Null,Date Unknown,Prints
Stencil with Pattern of Open Flowers on Water,Null,Date Unknown,Stencils
Piece from a Kosode with Flowers,Japan,17th - 19th Century,Textiles
Case (Inrō) with Design of Flowers and Grasses,Japan,17th - 20th Century,Inrō
Large-flowered Flat Bill and Sparrow,Japan,17th - 19th Century,Prints
Eagle on a Rock; Flowering Azaleas,Japan,17th - 19th Century,Prints
Ike Bana (Flower Arrangement) in the Ike-no-bo Style,Japan,17th - 19th Century,Prints
Case (Inrō) with Design of Flowering Carnations,Null,Date Unknown,Inrō
Calabash Flowers and Beetle,Japan,17th - 19th Century,Paintings
Still Life with a Fish and a Bouquet of Flowers,Null,Date Unknown,Paintings
Design of Morning–glory and Other Flowers,Japan,17th - 19th Century,Prints
Bingata Panel with Hō-ō Birds and Flowers,Null,Date Unknown,Textiles
Saucer with women and flowers,China,17th - 20th Century,Ceramics
Flowering Plant after Chen Hongshou,Null,Date Unknown,Paintings
Camellia Flowers (left); People Watching a Cockfight (right),Japan,17th - 19th Century,Prints
Designs of Writing-Paper with Flowers,Japan,17th - 19th Century,Prints
"Sweet Fishes of the Nagara River, with Baskets and Flowers",Japan,17th - 19th Century,Prints
Rocaille cartouche with flowers,Null,Date Unknown,Textiles
Rocaille cartouche with flowers,Null,Date Unknown,Textiles
Rocaille cartouche with flowers,Null,Date Unknown,Textiles
Rocaille cartouche with flowers,Null,Date Unknown,Textiles
Putti with a basket of flowers,Null,Date Unknown,Paintings
Vase of Flowers,Null,Date Unknown,Paintings
[Flowers],Null,Date Unknown,Transparencies
Rock and Autumn Flowers,Japan,17th - 19th Century,Paintings
"Picture Book: Flowers Yet to be Picked, Vol. 1",Japan,17th - 19th Century,Illustrated Books
Hidden silhouette of Napoleon visiting his tomb; vase of flowers,Null,Date Unknown,Prints
Portrait of a Girl with Flowers,Null,Date Unknown,Not Assigned
Flowers of the Field,Null,Date Unknown,Not Assigned
"Elegy (Elegia), head of a girl with flowers",Null,Date Unknown,Prints
Flowers: Roses and Lilacs,France,Date Unknown,Drawings
Square vase with flowers of four seasons,China,17th - 20th Century,Ceramics
Square vase with birds and flowers,China,17th - 20th Century,Ceramics
Plate with two crabs and flowers,China,18th Century,Ceramics
Plate with flowers,China,18th Century,Ceramics
Plate with flowers,China,17th Century,Ceramics
Flowers (Fleurs),Null,Date Unknown,Prints
Firepot with Kirin (Mythical Chimera) amid Flowers,Japan,17th - 19th Century,Ceramics
Study of Three Flowers,Germany,Date Unknown,Drawings
Cup with women and flowers,China,17th - 20th Century,Ceramics
Vase with birds and flowers,China,17th - 20th Century,Ceramics
Meiping vase with birds and flowers,China,17th - 20th Century,Ceramics
Cup with Bird-and-Flower Design and Basketry Exterior,Japan,17th - 19th Century,Ceramics
Vase with Flowers of the Four Seasons,China,17th - 20th Century,Ceramics
Design for Tall Bottle with Leaves and Jeweled Flowers,Null,Date Unknown,Drawings
Flowers Dancing,Null,Date Unknown,Drawings
Saucer with birds and flowers,China,17th - 20th Century,Ceramics
Jar with flowers,China,17th - 20th Century,Ceramics
Covered jar with birds and flowers,China,17th - 20th Century,Ceramics
Dish with Flowers and Butterfly,China,18th Century,Enamels
Dish with phoenixes among flowers,China,14th - 17th Century,Lacquer
Covered square bottle with flowers,China,18th Century,Ceramics
Yamabuki Flowers (kerria japonica),Japan,17th - 19th Century,Prints
Birds and Flowers,China,14th - 19th Century,Paintings
Cup in form of flowers and leafs,China,17th Century,Ceramics
Branch of Tree with Flowers and Bird of Waxwing Family,China,17th - 20th Century,Paintings
Flowering Plum and Bamboo,China,14th - 19th Century,Paintings
Flowers with Birds,China,14th - 19th Century,Paintings
Flowers and Bees,China,17th - 20th Century,Paintings
Still Life with Flowers and Rocks,China,14th - 19th Century,Paintings
Vase with flowers,China,17th - 20th Century,Ceramics
Covered jar with flowers,China,18th Century,Ceramics
Vase with birds and flowers,China,17th Century,Ceramics
Vase with birds and flowers,China,17th - 20th Century,Ceramics
Covered jar with birds and flowers,China,17th - 20th Century,Ceramics
Bowl with flowers,China,17th - 20th Century,Ceramics
Square vase with archaisitic vessels and flowers,China,17th Century,Ceramics
The Hat Pinned with Flowers (Le Chapeau Épinglé),Null,Date Unknown,Prints
Vase with birds and flowers,China,17th - 20th Century,Ceramics
Covered jar with birds and flowers,China,17th - 20th Century,Ceramics
Vase with birds and flowers,China,17th - 20th Century,Ceramics
Vase with birds and flowers,China,17th - 20th Century,Ceramics
Dish with flowers,China,17th Century,Ceramics
Dish with flowers,China,18th Century,Ceramics
Vase with birds and flowers,China,17th - 20th Century,Ceramics
Vase with birds and flowers,China,17th - 20th Century,Ceramics
Vase with birds and flowers,China,17th - 20th Century,Ceramics
Vase with butterflies and flowers,China,17th - 20th Century,Ceramics
Vase with birds and flowers,China,17th - 20th Century,Ceramics
Vase with flowers,China,17th Century,Ceramics
Fishbowl with birds and flowers,Null,Date Unknown,Ceramics
Vase with birds and flowers,China,17th - 20th Century,Ceramics
Vase with butterflies and flowers,China,18th Century,Ceramics
Vase with phoenixes amid flowers,China,17th Century,Ceramics
Dish with flowers,China,18th Century,Ceramics
Bowl with immortals and flowers,China,17th Century,Ceramics
Vase with flowers and poem,China,17th Century,Ceramics
Meiping vase with flowers,China,17th - 20th Century,Ceramics
Birds on a Flowering Branch,Japan,19th - 20th Century,Paintings
Books of Flowers and a Writing Brush,Null,Date Unknown,Prints
Bird-and-Flower Paintings,Japan,17th - 19th Century,Prints
Pipe Case with Design of Flowers and Butterflies,Japan,17th - 19th Century,Lacquer
Basket of flowers,Null,Date Unknown,Woodwork
Flowers in a Blue Vase,Null,Date Unknown,Paintings
"Textile Design with Flowers in White, Yellow and Red",Null,Date Unknown,Drawings
Hexagonal vase with Rococo-style flowers,China,18th Century,Ceramics
Vase of Flowers with Two Birds,Null,Date Unknown,Prints
Flowering Peach and Rock,Null,Date Unknown,Paintings
Red Flowers and Fruit,Null,Date Unknown,Paintings
Anemones on a Flowered Tablecloth,Null,Date Unknown,Paintings
Flowers and Fruit,Null,Date Unknown,Paintings
Still Life with Fruit and  Flowers,Null,Date Unknown,Drawings
Vase with Flowers (Strelitzia),Null,Date Unknown,Paintings
“Gletscherblume” (“Glacier Flower”),Null,Date Unknown,Textiles
Summer Flowers,China,17th - 20th Century,Paintings
Fan with Flowers and Butterflies,China,17th - 20th Century,Fans
Bottle with Abstract Flowers and Leaves,China,13th - 14th Century,Ceramics
Birds and Flowers,Japan,19th - 20th Century,Paintings
Case (Inrō) with Design of Autumn Flowers,Japan,17th - 19th Century,Inrō
Flowers in a silver vase,Null,Date Unknown,Textiles
Autumn Flowers,Japan,17th - 19th Century,Paintings
Acanthus Leaf and Flowering Vine Ornament,Null,Date Unknown,Drawings
Vase decorated with flowers,China,17th Century,Ceramics
"Blue Flowers May 19, 1999",Null,Date Unknown,Prints
Six Red Flowers Oct 28 1999,Null,Date Unknown,Prints
Black Flowers Sept 26 1999,Null,Date Unknown,Prints
Folding Fan with Representation of Birds and Flowers,Null,Date Unknown,Fans
"Folding Fan with Ladies in a Garden, flanked by Flowers",Null,Date Unknown,Fans
Double-gourd form ewer with birds and flowers,China,14th - 17th Century,Cloisonné
Bird on a flowering branch,China,14th - 17th Century,Paintings
Vase decorated with flowers,China,17th Century,Ceramics
How to Draw Plants and Flowers Simply (Sōka ryakugashiki) 草花略画式,Japan,17th - 19th Century,Illustrated Books
Decorative Design with Flowers (Schmuckkarte mit Blumen),Null,Date Unknown,Prints
Girl with a Bouquet of Flowers,Null,Date Unknown,Prints
Girl with a Bouquet of Flowers,Null,Date Unknown,Prints
Girl with Flowers and a Bird,Null,Date Unknown,Prints
Girl with a basket of flowers,Null,Date Unknown,Ceramics
"Thickets with Large Leaves, Flowers, Animals,...",Null,Date Unknown,Textiles
Flowering Plants and Rosebushes,Null,Date Unknown,Textiles
Still Life: Flowers in Vase,Null,Date Unknown,Drawings
Tumbler of Flowers,Null,Date Unknown,Drawings
Picture Album of Birds and Flowers (Kachō gafu) 華鳥画譜,Japan,19th - 20th Century,Illustrated Books
Vase of Flowers,Null,Date Unknown,Paintings
Vase with Flowers and Birds,China,17th Century,Ceramics
Girl in a Landscape with a Basket of Flowers,Null,Date Unknown,Prints
Vase decorated with bird on flowering plum,China,17th Century,Ceramics
Temple Vase with Dragons amid Flowers,China,16th Century,Ceramics
Pot with Flowering Plant,China,19th Century,Jade
Pot with Flowering Plant,China,19th Century,Ivories and Bone
Flowers and Birds,Japan,19th - 20th Century,Paintings
Flowers (from McGuire Scrapbook),Null,Date Unknown,Not Assigned
"Flowers (pink and white) and Leaves, Clappers",Japan,19th - 20th Century,Paintings
Jar with flowers,China,17th - 20th Century,Ceramics
Vase with birds and flowers,China,17th Century,Ceramics
Vase with flowers,China,17th Century,Ceramics
Vase with birds and flowers,China,17th Century,Ceramics
Covered jar with flowers,China,17th Century,Ceramics
Covered jar with flowers,China,17th Century,Ceramics
View of Flowers and Trees along a River Bank,Null,Date Unknown,Prints
Rhythm of Flowers,Null,Date Unknown,Paintings
Vase of Flowers,Null,Date Unknown,Paintings
[Flowers in a Bowl],Null,Date Unknown,Transparencies
"Cat and Flowers, from ""Les Chats""",Null,Date Unknown,Prints
Snuff Bottle with Birds and Flowers,China,17th - 20th Century,Snuff Bottles
Covered jar with baskets of flowers,China,18th Century,Ceramics
Vase with birds and flowers,China,17th Century,Ceramics
Plate with Vase and Flowers,Japan,17th - 19th Century,Ceramics
