File,_ - accession_number,_ - artist,_ - title,_ - country,_ - dated,_ - description,_ - id,_ - style,_ - classification
122462.json,2015.79.363,Artist: Suzuki Koichi,Flower Container in the shape of a bucket,Japan,c. 1983,vase in the shape of a well-bucket with crossbar; natural ash glaze; many included feldspar pebbles in body; base is beveled,http://api.artsmia.org/objects/122462,20th century, Ceramics
122465.json,2015.79.366,Artist: Takahara Shōji,Mimitsuki flower container,Japan,1986-1987,"upright jug with slightly narrower neck, inward, thickly rolled lip; small, drooping handle on each side; irregular, incised lines encircling body just below neck, and bottom edge; variety of earth tones from firing; natural matte ""sesame seed"" ash glaze (goma)",http://api.artsmia.org/objects/122465,20th century, Ceramics
122479.json,2015.79.591,Artist: Jeff Shapiro,Hanging Flower Vase,United States,1983,"dark gray bulbous vessel with very short neck, slightly flaring lip; areas of darker ash glaze with gritty texture and drip marks; oval metal hanger",http://api.artsmia.org/objects/122479,20th century, Ceramics
122486.json,"2015.79.385a,b",Artist: Unknown Japanese,Sutra Box with Lotus Flowers and Seed Syllables,Japan,early 17th century,narrow box with design of gold lotus flower and three leaves growing on waving stems; two petals drifting at top; circled gold character on each side,http://api.artsmia.org/objects/122486,17th century, Lacquer
122530.json,2015.79.439,Artist: Unknown Japanese,Flaring flower vase,Japan,18th century,"funnel-shaped flower vase with wide, flaring mouth and attached internal cylinder for flowers; band just above foot with square swirling pattern and organic figures; swirling designs incised above band",http://api.artsmia.org/objects/122530,18th century, Metalwork
122537.json,2015.79.443,Artist: Unknown Japanese,Flower vase with dragon,Japan,19th century,"bronze vase with narrow, tubular body and flaring, wide, flat mouth; sinuous dragon in high relief; foot is smaller than mouth with round incised line",http://api.artsmia.org/objects/122537,19th century, Metalwork
122541.json,"2015.79.444a,b",Artist: Namikawa Yasuyuki,"Covered bottle with butterflies, flowers, and vine designs",Japan,around 1900,"oval bottle with very narrow foot and cap; vertical bands of colored enamel with overlapping decorations of butterflies, flowers, and vine designs; separate cap with bright floral motifs against black enamel",http://api.artsmia.org/objects/122541,19th-20th century, Metalwork
122543.json,2015.79.446,Artist: Hata Zōroku IV,Crane-neck flower vase,Japan,mid 20th century,"narrow, graceful bronze vase; long, narrow neck, subtle foot",http://api.artsmia.org/objects/122543,20th century, Metalwork
122546.json,2015.79.449,Artist: Unknown Japanese,"Buddhist priest's stole with phoenix, dragon, and flower",Japan,19th century,"salmon-colored, brocaded silk with designs of dragons, phoenixes and floral motifs; two blocks of white brocade with blue and tan floral designs on each end",http://api.artsmia.org/objects/122546,19th century, Clothing
122552.json,2015.79.455,Artist: Unknown Korean,Birds and Flowers,Korea,first half 19th century,"eight panels of colorful birds perched on branches or rocks, or flying; vivid blue and green rocks in background; brilliantly blossoming peonies, lilies, and other flowers throughout",http://api.artsmia.org/objects/122552,19th century, Paintings
122553.json,2015.79.456,Artist: Unknown Korean,Lotus Flowers and Birds,Korea,late 19th century,eight panel screen; lotus leaves with pink blossoms and foliage in pond; blue and black birds perched on or hovering around blossoms; each panel has unique image,http://api.artsmia.org/objects/122553,19th century, Paintings
123037.json,"2015.79.424.3a,b",Artist: Hara Yōyūsai,Black Netsuke with Flowers,Japan,19th century,round two-piece netsuke; black lacquer with gold flecks; grasses and delicate mother of pearl flowers,http://api.artsmia.org/objects/123037,19th century, Accessories
123101.json,2015.79.81.2,Artist: Tawaraya Sōsetsu,Flowers of Summer [right of a pair of Flowers of Summer and Autumn],Japan,first half 17th century,"white fluted flowers amid clusters of dense foliage with blue irises, pink thistles, and dropping white reeds; ivory roller ends",http://api.artsmia.org/objects/123101,17th century, Paintings
123310.json,2016.5.5,Artist: Franklin Peters,"White, Orange with Flowery Leaves",United States,2014,white ground with terra cotta and dark drown detail; wide shoulder with short vertical neck and wide mouth; small foot; terracotta band around neck with dots below central pattern is geometric in terra cotta color and stylized vegetal forms in dark brown,http://api.artsmia.org/objects/123310,21st century, Ceramics
123741.json,2015.114.8,Artist: Ohara Shōson,Bee Next to Flowering Wisteria,Japan,1920s,"tiny bee at top center flying next to tiny purple blossoms which hang down on a stem from a leaf-covered branch at top; black gnarled branch at left center; two black characters and red seal at left edge, LLQ",http://api.artsmia.org/objects/123741,20th century, Prints
124238.json,2016.11,Artist: Gion Nankai,"Landscape After ""Solitary Fishing in a Ravine of Flowers"" by Wang Meng",Japan,1749,,http://api.artsmia.org/objects/124238,18th century, Paintings; Calligraphy
124593.json,2012.75hh,Artist: Utagawa Hiroshige II; Publisher: Fujiokaya Keijirō,Hundred Flower Garden,Japan,"1863, 6th lunar month",figures on a path in a landscape; red flowers in LRQ and at left center; small ponds at right; flat landscape in middle ground; from accordion-folded album with black soft cover,http://api.artsmia.org/objects/124593,19th century, Prints
124691.json,2016.33.2,Artist: George d'Espagnat,Fruits and Vase of Flowers,France,19th-20th century,"blue and white plate at right and footed bowl at left with peaches, apples, pears, lemons and green grapes; football-shaped dish on a matching saucer at center--blue and white with touches of green and red; green and white jug behind dish and saucer; large blue and white base to left of green and white jug with pink, white and yellow flowers; apples, pears and lemons on white and red cloths on tabletop",http://api.artsmia.org/objects/124691,19th-20th century, Paintings
124884.json,2016.33.1,Artist: Ernest-Ange Duez,Still Life with Flowers and Salmon,France,1883,table with white cloth; silver dish with piece of salmon at center; lobster and pink flowers in front; fowl with white feathers ant left; two-handled bulbous brownish vase in back at left with orange flowers; purple flowers around salmon,http://api.artsmia.org/objects/124884,19th century, Paintings
125878.json,2017.9a-d,Maker: De Witte Ster (The White Star) Factory,Flower vase,Netherlands,c. 1700,"blue and white glazed Delftware vase divided into four sections that separate; each section baluster-shaped with openings at top that recede in size toward the top; small baluster-shaped spouts surround openings; overall design consists of alternating scroll patterns with ornamental woven florals; largest section on bottom with eight spouts in a circle around the opening; lower middle section smaller, with base meant to fit into opening of bottom section, and eight spouts surround top opening; upper middle section smaller has eight smaller spouts, hole in center; top section smallest in size, with six spouts surrounding vase opening; six leaf-shaped panels with various floral designs around middle center of top section",http://api.artsmia.org/objects/125878,18th century, Ceramics
126750.json,2017.142.1,Artist: Hagiwara Hideo,Remaining Flowers,Japan,1981-1986,slightly abstracted image; purple Mt. Fuji in background with horizontal pinkish-blue cloud; green rolling hills in middle ground; pink flowers with orange centers in LLC,http://api.artsmia.org/objects/126750,20th century, Prints
126922.json,2017.66,Artist: Paula Rösler,Wildflowers and a Grasshopper (recto); Studies of Plants (verso),Germany,c. 1900-1925,"recto: grasses and flowers on long, thin green stems on grey ground; flowers are orange daisies, small white, pale yellow and purple flowers and one stalk with many small purple blossoms, and pale green and black tiny seed pods; grasshopper on stem in LRC; artist's initials in a monogram in ULC; green border; received framed--verso not examined as of 4/14/17",http://api.artsmia.org/objects/126922,20th century, Drawings
127308.json,2018.13.3,Artist: Aliza Nisenbaum,"Nimo, Sumiya, and Bisharo harvesting flowers and vegetables at Hope Community Garden",United States,2017,"portrait of three seated women surrounded by plants, flowers and signage; single seated woman on left wearing yellow head scarf, blue shirt, pink floral skirt and leans on purple arm rest; sign reading 'HARVESTING BASICS' with text and drawings in ULC; two seated women on right- one with white scarf and black dress with yellow and pink flowers, PL arm around seated woman on right, who wears blue striped head scarf, red top and blue and pink gradated long skirt, both sitting on purple bench; orange hanging lamp in URC; groups of flowers with signs/ labels in foreground; lattice with climbing plant with blue flowers in background on left",http://api.artsmia.org/objects/127308,21st century, Paintings
127475.json,2017.136,Artist: Jiang Tie-Feng,Blossoming Flowers,United States,1987,"abstract image of a nude figure seated, with knees drawn in, embracing colorful female figure with long hair; overlapping lines forming floral shapes; brightly colored",http://api.artsmia.org/objects/127475,20th century, Prints
127737.json,"2017.106.5a,b",Artist: Tsukioka Yoshitoshi; Publisher: Kakumotoya Kinjirō,Fashionable Courageous Flowers,Japan,"1860, 2nd lunar month","triptych with two attached sheets, one separate sheet; three men in black coats with gray patterns against pink sky with white blossoms; each of the men has blue and red tattoos poking out from under robes",http://api.artsmia.org/objects/127737,19th century, Prints
127767.json,2017.106.35a-c,Artist: Tsukioka Yoshitoshi; Publisher: Daikokuya Kichinosuke; Carver: Katada Chōjirō,Evening Shower among Flowers,Japan,"1862, 4th lunar month","separated triptych; three figures standing a downpour against gray background, each clutching large umbrella; female figure at L looking back over PL shoulder; male figure standing at C looking behind him to R; male figure at R facing L, holding umbrella; shadows of blossoming plants in background",http://api.artsmia.org/objects/127767,19th century, Prints
128308.json,2017.155,Artist: Agnes Harrison Lincoln,Sunflowers,United States,c. 1915-1930,bouquet of sunflowers in black vase with white decorations; on white tabletop; blurred brownish background; upholstery at L with blue designs and grapes,http://api.artsmia.org/objects/128308,20th century, Drawings; Works on Paper
128358.json,2018.10.1,Artist: Attributed to Lu Zhi,"Flowers, Grasses, and Butterflies",China,16th century,"six butterflies of various sizes, two bees, and a wasp at top; small blue flowers with red centers, small white flowers, and large pink peonies with a rock at LLQ",http://api.artsmia.org/objects/128358,16th century, Paintings
128364.json,2018.19,Artist: Yoshikawa Kanpō,Adorning a Man's Hat with Flowers,Japan,c. 1948,"image of a male figure in green robe, holding sword in PL hand, wearing a black hat; two female figures, one in center places a cluster of white and peach flowers on hat of male figure, and one other figure on right",http://api.artsmia.org/objects/128364,20th century, Paintings
